timeStamp,F.sine1,F.sine2
时间戳,未知工况1,未知工况2
2024-01-01 00:00:00,50.00000002133012,30.00000000533253
2024-01-01 00:00:05,50.87265351784263,30.21816545623841
2024-01-01 00:00:10,51.74524060497829,30.436326765230074
2024-01-01 00:00:15,52.61769483183714,30.654479778829746
2024-01-01 00:00:20,53.48994966454378,30.872620320436944
2024-01-01 00:00:25,54.36193872407569,31.090744248611355
2024-01-01 00:00:30,55.23359560509098,31.308847410587866
2024-01-01 00:00:35,56.1048539740237,31.52692566563283
2024-01-01 00:00:40,56.97564734174259,31.744974826942606
2024-01-01 00:00:45,57.84590953339659,31.962990778083622
2024-01-01 00:00:50,58.71557427506114,32.18096936834084
2024-01-01 00:00:55,59.584575245588624,32.39890642445317
2024-01-01 00:01:00,60.45284631361427,32.616797808845845
2024-01-01 00:01:05,61.320321403202435,32.83463938480385
2024-01-01 00:01:10,62.18693436018965,33.052426981689266
2024-01-01 00:01:15,63.052619188788334,33.27015645314923
2024-01-01 00:01:20,63.91731005613495,33.487823677164926
2024-01-01 00:01:25,64.7809411125088,33.705424509655955
2024-01-01 00:01:30,65.64344649689468,33.92295478459349
2024-01-01 00:01:35,66.50476057228221,34.14041037212791
2024-01-01 00:01:40,67.36481779212954,34.357787143815564
2024-01-01 00:01:45,68.22355256796436,34.57508093791735
2024-01-01 00:01:50,69.08089950402669,34.79228761748633
2024-01-01 00:01:55,69.93679340152599,35.00940307040112
2024-01-01 00:02:00,70.79116908059137,35.22642316308158
2024-01-01 00:02:05,71.64396138602824,35.44334374061732
2024-01-01 00:02:10,72.49510542003307,35.66016068473627
2024-01-01 00:02:15,73.34453640997287,35.87686987911722
2024-01-01 00:02:20,74.192189532555,36.09346716324728
2024-01-01 00:02:25,75.0380003715484,36.30994844810874
2024-01-01 00:02:30,75.88190446990448,36.52630960064919
2024-01-01 00:02:35,76.72383760593239,36.74254651319945
2024-01-01 00:02:40,77.56373557331317,36.958655045843315
2024-01-01 00:02:45,78.40153445554522,37.17463109572785
2024-01-01 00:02:50,79.23717049553238,37.3904705624941
2024-01-01 00:02:55,80.07057992276506,37.606169302329064
2024-01-01 00:03:00,80.90169940348054,37.821723243180465
2024-01-01 00:03:05,81.73046564434186,38.037128281188544
2024-01-01 00:03:10,82.5568154431453,38.25238029236358
2024-01-01 00:03:15,83.3806859144423,38.46747519011584
2024-01-01 00:03:20,84.20201431730773,38.682408879348586
2024-01-01 00:03:25,85.02073814802196,38.89717727948998
2024-01-01 00:03:30,85.83679492674817,39.11177626729235
2024-01-01 00:03:35,86.65012263845239,39.326201791467355
2024-01-01 00:03:40,87.46065934463957,39.54044976963408
2024-01-01 00:03:45,88.26834323330107,39.75451609995504
2024-01-01 00:03:50,89.07311283950858,39.96839671835316
2024-01-01 00:03:55,89.87490687694176,40.18208755284984
2024-01-01 00:04:00,90.67366432842162,40.39558454646682
2024-01-01 00:04:05,91.46932423785904,40.60888360036796
2024-01-01 00:04:10,92.26182614028994,40.82198068780799
2024-01-01 00:04:15,93.05110968311669,41.03487175169294
2024-01-01 00:04:20,93.83711467510949,41.24755271616384
2024-01-01 00:04:25,94.6197813011492,41.46001954344734
2024-01-01 00:04:30,95.39904995814295,41.672268188481375
2024-01-01 00:04:35,96.17486134307106,41.88429462166566
2024-01-01 00:04:40,96.94715625098294,42.0960947723991
2024-01-01 00:04:45,97.71587599254306,42.30766464223569
2024-01-01 00:04:50,98.48096202619078,42.51900020315297
2024-01-01 00:04:55,99.24235600601261,42.730097409072485
2024-01-01 00:05:00,99.99999998983316,42.940952252291126
2024-01-01 00:05:05,100.75383632025333,43.15156072966829
2024-01-01 00:05:10,101.50380750926865,43.36191880904574
2024-01-01 00:05:15,102.24985644429368,43.572022485549354
2024-01-01 00:05:20,102.99192639043355,43.78186778153063
2024-01-01 00:05:25,103.72996083554818,43.99145070179599
2024-01-01 00:05:30,104.46390349669426,44.20076723382181
2024-01-01 00:05:35,105.19369852078775,44.409813403713635
2024-01-01 00:05:40,105.91929036971797,44.61858524266667
2024-01-01 00:05:45,106.640623671045,44.82707874256773
2024-01-01 00:05:50,107.35764360825827,45.035289967399535
2024-01-01 00:05:55,108.07029553890929,45.2432149419877
2024-01-01 00:06:00,108.77852522946804,45.450849718812236
2024-01-01 00:06:05,109.4822786699194,45.658190322647265
2024-01-01 00:06:10,110.1815023046252,45.86523281711396
2024-01-01 00:06:15,110.87614292194276,46.071973271445465
2024-01-01 00:06:20,111.56614751147308,46.27840771653064
2024-01-01 00:06:25,112.25146363752339,46.48453225522623
2024-01-01 00:06:30,112.93203907367483,46.690342952194484
2024-01-01 00:06:35,113.60782202740532,46.8958359000532
2024-01-01 00:06:40,114.27876096310709,47.101007164582384
2024-01-01 00:06:45,114.94480482237202,47.30585285059078
2024-01-01 00:06:50,115.60590291852623,47.51036906901615
2024-01-01 00:06:55,116.26200480096188,47.71455189345187
2024-01-01 00:07:00,116.91306061041023,47.918397469264036
2024-01-01 00:07:05,117.55902076563973,48.1219019154725
2024-01-01 00:07:10,118.1998360053469,48.325061335927685
2024-01-01 00:07:15,118.83545756357631,48.52787187363545
2024-01-01 00:07:20,119.46583703528616,48.73032966737554
2024-01-01 00:07:25,120.09092644785312,48.93243087341821
2024-01-01 00:07:30,120.71067809866163,49.134171611723914
2024-01-01 00:07:35,121.32504489086212,49.33554807376381
2024-01-01 00:07:40,121.93398003717975,49.536556425561756
2024-01-01 00:07:45,122.53743709986007,49.73719281875664
2024-01-01 00:07:50,123.13537015595068,49.93745344425662
2024-01-01 00:07:55,123.72773367053512,50.137334489388124
2024-01-01 00:08:00,124.31448256399784,50.3368321593393
